Ativo;Data;time;open;high;low;close;Volume;Quantidade
WINFUT;21/12/2021;11:25:00;106555;106630;106510;106545;3830958457.56;179755
WINFUT;21/12/2021;11:20:00;106690;106705;106515;106550;4733357312.90;222004
WINFUT;21/12/2021;11:15:00;106610;106750;106560;106690;4425678700.34;207470
WINFUT;21/12/2021;11:10:00;106765;106780;106600;106605;4117575959.78;192998
WINFUT;21/12/2021;11:05:00;106650;106790;106620;106765;3604765375.17;168893
WINFUT;21/12/2021;11:00:00;106695;106740;106585;106650;5915001024.35;277310
WINFUT;21/12/2021;10:55:00;106760;106855;106670;106700;4480770881.15;209820
WINFUT;21/12/2021;10:50:00;106830;106840;106740;106760;3313036566.89;155121
WINFUT;21/12/2021;10:45:00;106790;106885;106780;106835;2581116351.09;120798
WINFUT;21/12/2021;10:40:00;106855;106895;106765;106795;3340752489.26;156376
WINFUT;21/12/2021;10:35:00;106865;106920;106765;106855;4278288490.05;200211
WINFUT;21/12/2021;10:30:00;107005;107080;106700;106870;8708148944.50;407384
WINFUT;21/12/2021;10:25:00;107065;107130;106955;107005;4367759352.30;204016
WINFUT;21/12/2021;10:20:00;107195;107215;106950;107060;6542045808.38;305526
WINFUT;21/12/2021;10:15:00;107130;107235;107040;107195;5477325729.66;255599
WINFUT;21/12/2021;10:10:00;107020;107160;106965;107125;4644377957.38;216897
WINFUT;21/12/2021;10:05:00;107130;107180;106975;107025;4581383863.51;213968
WINFUT;21/12/2021;10:00:00;107235;107240;107055;107130;4835038972.27;225658
WINFUT;21/12/2021;09:55:00;107150;107250;107120;107235;2899165340.72;135251
WINFUT;21/12/2021;09:50:00;107215;107230;107140;107145;1711523826.17;79834
WINFUT;21/12/2021;09:45:00;107160;107250;107140;107220;2392629055.16;111593
WINFUT;21/12/2021;09:40:00;107225;107240;107115;107160;3860287703.81;180105
WINFUT;21/12/2021;09:35:00;107255;107290;107205;107230;1734054608.50;80841
WINFUT;21/12/2021;09:30:00;107305;107340;107225;107260;2263591622.30;105504
WINFUT;21/12/2021;09:25:00;107290;107375;107225;107305;2879550066.29;134180
WINFUT;21/12/2021;09:20:00;107305;107335;107275;107290;1629619470.94;75934
WINFUT;21/12/2021;09:15:00;107390;107410;107275;107305;2157409019.61;100506
WINFUT;21/12/2021;09:10:00;107450;107510;107340;107385;2741940139.15;127626
WINFUT;21/12/2021;09:05:00;107260;107565;107220;107450;3649341883.51;169888
WINFUT;21/12/2021;09:00:00;107405;107580;107235;107260;3996165528.72;186068
WINFUT;20/12/2021;18:20:00;106465;106550;106365;106550;781901655.55;36722
WINFUT;20/12/2021;18:15:00;106530;106570;106450;106465;1153240776.04;54143
WINFUT;20/12/2021;18:10:00;106365;106605;106355;106525;1871677764.68;87875
WINFUT;20/12/2021;18:05:00;106295;106395;106290;106370;1298161072.21;61037
WINFUT;20/12/2021;18:00:00;106280;106340;106245;106290;1033977108.27;48637
WINFUT;20/12/2021;17:55:00;106340;106350;106235;106275;1766740708.17;83103
WINFUT;20/12/2021;17:50:00;106285;106415;106280;106335;2238746319.18;105252
WINFUT;20/12/2021;17:45:00;106195;106325;106175;106285;2223808472.88;104634
WINFUT;20/12/2021;17:40:00;106235;106310;106190;106195;2249945527.17;105882
WINFUT;20/12/2021;17:35:00;106180;106255;106150;106240;1502163377.04;70719
WINFUT;20/12/2021;17:30:00;106225;106230;106150;106180;1615179033.73;76053
WINFUT;20/12/2021;17:25:00;106200;106255;106170;106225;1672169944.58;78717
